market,timeframe,strategy_family,window,session,market_regime,news_event_regime,total_trades,total_return,win_rate,profit_factor,max_drawdown,average_r,median_r,expectancy,average_holding_minutes
XAUUSD,4H,RANGE_MEAN_REVERSION,oos,OVERLAP,RANGING,UNAVAILABLE,2,0.0017481299503165,0.5,1.8679265872246495,0.0020229523554327,0.4389435334922144,0.4389435334922144,0.4389435334922144,2040.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_1,OVERLAP,RANGING,UNAVAILABLE,2,-0.0004548582226346,0.5,0.7777714389263767,0.0020323476183568,-0.1129114217072067,-0.1129114217072067,-0.1129114217072067,3600.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_2,OVERLAP,RANGING,UNAVAILABLE,3,-0.0010244885486574,0.3333333333333333,0.7533253325438934,0.0020674290737598,-0.1693272738422977,-1.0256044307529817,-0.1693272738422977,1040.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_3,ASIAN,RANGING,UNAVAILABLE,1,-0.0020266352837171,0.0,0.0,0.0020266352837171,-1.0133176418585876,-1.0133176418585876,-1.0133176418585876,720.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_3,NEW_YORK,LOW_VOLATILITY,UNAVAILABLE,1,0.0028336822840848,1.0,inf,0.0,1.416841142042411,1.416841142042411,1.416841142042411,960.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_3,NEW_YORK,RANGING,UNAVAILABLE,2,0.0049020145832121,1.0,inf,0.0,1.2240213931999169,1.2240213931999169,1.2240213931999169,5160.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_3,OVERLAP,HIGH_VOLATILITY,UNAVAILABLE,1,0.0030645014252861,1.0,inf,0.0,1.5322507126430631,1.5322507126430631,1.5322507126430631,0.0
XAUUSD,4H,RANGE_MEAN_REVERSION,wf_3,OVERLAP,RANGING,UNAVAILABLE,2,0.0003549128624769,0.5,1.1768360657134669,0.0020345641401676,0.0899460794972317,0.0899460794972317,0.0899460794972317,4560.0
BTCUSDT,15M,TREND_CONTINUATION,oos,ASIAN,HIGH_VOLATILITY,UNAVAILABLE,95,-0.05091810729858681,0.3894736842105263,0.6053580234189331,0.053388397288862355,-0.2736792395170549,-1.1200049933280936,-0.2736792395170549,108.3157894736842
BTCUSDT,15M,TREND_CONTINUATION,oos,ASIAN,LOW_VOLATILITY,UNAVAILABLE,205,-0.31287891502320286,0.1951219512195122,0.1757929874504757,0.3144816017260151,-0.9134396485650258,-1.3547329222683304,-0.9134396485650258,88.53658536585365
BTCUSDT,15M,TREND_CONTINUATION,oos,ASIAN,RANGING,UNAVAILABLE,23,-0.0333132045235095,0.2608695652173913,0.23331733386501136,0.034111638441242986,-0.7350442572819176,-1.221106323131831,-0.7350442572819176,88.69565217391305
BTCUSDT,15M,TREND_CONTINUATION,oos,ASIAN,TRENDING,UNAVAILABLE,174,-0.2156204587178604,0.2471264367816092,0.2603671566703871,0.21755681865490212,-0.6963765241217246,-1.2288011663331095,-0.6963765241217246,100.17241379310344
BTCUSDT,15M,TREND_CONTINUATION,oos,LONDON,HIGH_VOLATILITY,UNAVAILABLE,26,-0.04518731461176284,0.15384615384615385,0.14713570479276078,0.04518731461176284,-0.8877686840562723,-1.2262185527239708,-0.8877686840562723,105.0
BTCUSDT,15M,TREND_CONTINUATION,oos,LONDON,LOW_VOLATILITY,UNAVAILABLE,139,-0.18664708881319958,0.2517985611510791,0.27313435481392795,0.18664708881319958,-0.7413876798401539,-1.3234473689195836,-0.7413876798401539,94.85611510791367
BTCUSDT,15M,TREND_CONTINUATION,oos,LONDON,RANGING,UNAVAILABLE,9,-0.015274638001754881,0.2222222222222222,0.14799665181795446,0.015274638001754881,-0.8536701434895293,-1.2293203319832018,-0.8536701434895293,96.66666666666667
BTCUSDT,15M,TREND_CONTINUATION,oos,LONDON,TRENDING,UNAVAILABLE,78,-0.09552130283689497,0.2692307692307692,0.31348134257860216,0.10240984272251275,-0.6419887367682672,-1.2523797476150216,-0.6419887367682672,101.92307692307692
BTCUSDT,15M,TREND_CONTINUATION,oos,NEW_YORK,HIGH_VOLATILITY,UNAVAILABLE,40,-0.038954159905303265,0.3,0.34871120404253686,0.03977785163755543,-0.49547152753499263,-1.1332431212102778,-0.49547152753499263,129.75
BTCUSDT,15M,TREND_CONTINUATION,oos,NEW_YORK,LOW_VOLATILITY,UNAVAILABLE,9,-0.011379209944307078,0.2222222222222222,0.30262037799455055,0.015254290058970247,-0.6341501328522878,-1.4025173645904216,-0.6341501328522878,111.66666666666667
BTCUSDT,15M,TREND_CONTINUATION,oos,NEW_YORK,RANGING,UNAVAILABLE,5,-0.008141657526868351,0.2,0.20286690501143867,0.008141657526868351,-0.8159596445763958,-1.222546158686199,-0.8159596445763958,108.0
BTCUSDT,15M,TREND_CONTINUATION,oos,NEW_YORK,TRENDING,UNAVAILABLE,16,-0.01693256987103986,0.3125,0.4206521854869534,0.0193558179988913,-0.5319302600095189,-1.2895075555088638,-0.5319302600095189,106.875
BTCUSDT,15M,TREND_CONTINUATION,oos,OFF_HOURS,HIGH_VOLATILITY,UNAVAILABLE,3,-0.003840241962208002,0.3333333333333333,0.3371830411231168,0.005780985242955739,-0.6395325660667189,-1.2597572736644826,-0.6395325660667189,35.0
BTCUSDT,15M,TREND_CONTINUATION,oos,OFF_HOURS,LOW_VOLATILITY,UNAVAILABLE,1,-0.002416840512305951,0.0,0.0,0.002416840512305951,-1.208420256152951,-1.208420256152951,-1.208420256152951,75.0
BTCUSDT,15M,TREND_CONTINUATION,oos,OFF_HOURS,RANGING,UNAVAILABLE,2,0.0004161892451139959,0.5,1.1751441184635887,0.0024154124912053217,0.10576132287452245,0.10576132287452245,0.10576132287452245,120.0
BTCUSDT,15M,TREND_CONTINUATION,oos,OFF_HOURS,TRENDING,UNAVAILABLE,7,-0.017603759730176027,0.0,0.0,0.017603759730176027,-1.2668725573734938,-1.343222166220788,-1.2668725573734938,87.85714285714286
BTCUSDT,15M,TREND_CONTINUATION,oos,OVERLAP,HIGH_VOLATILITY,UNAVAILABLE,68,-0.06251504005329367,0.29411764705882354,0.4360949015646915,0.06527417997771494,-0.4731801950957961,-1.1550214129573002,-0.4731801950957961,63.970588235294116
BTCUSDT,15M,TREND_CONTINUATION,oos,OVERLAP,LOW_VOLATILITY,UNAVAILABLE,61,-0.11058815187446192,0.16393442622950818,0.16274639058800158,0.11058815187446192,-0.9587947538484938,-1.3325045578064478,-0.9587947538484938,47.704918032786885
BTCUSDT,15M,TREND_CONTINUATION,oos,OVERLAP,RANGING,UNAVAILABLE,24,-0.04281699380285142,0.16666666666666666,0.19310432596698432,0.043194974231007266,-0.9098431205774203,-1.2556205631856683,-0.9098431205774203,31.25
BTCUSDT,15M,TREND_CONTINUATION,oos,OVERLAP,TRENDING,UNAVAILABLE,70,-0.0613526698623319,0.34285714285714286,0.477011119077727,0.06998080827113907,-0.4505888621075869,-1.2085254962519132,-0.4505888621075869,58.714285714285715
BTCUSDT,15M,TREND_CONTINUATION,wf_1,ASIAN,HIGH_VOLATILITY,UNAVAILABLE,81,-0.034714712681284676,0.38271604938271603,0.6629151638535121,0.0396228926996808,-0.21681078231176193,-1.039703692614758,-0.21681078231176193,131.85185185185185
