strategy_family,variant,window,pair,total_trades,total_return,win_rate,profit_factor,max_drawdown,average_r,median_r,expectancy,average_holding_minutes
BREAKOUT,ASIAN_RANGE_RETEST,wf_3,EURUSD,382,-0.17982781766830158,0.36649214659685864,0.6531504920127393,0.1857427989859249,-0.25795635306438597,-1.135746685118979,-0.25795635306438597,21.8717277486911
BREAKOUT,ASIAN_RANGE_RETEST,wf_3,GBPUSD,408,-0.2088996868409405,0.3382352941176471,0.6178231372013303,0.21777837202034833,-0.2856884515644847,-1.0969351478177947,-0.2856884515644847,17.75735294117647
BREAKOUT,ASIAN_RANGE_RETEST,wf_3,USDJPY,388,-0.11010411471700854,0.38402061855670105,0.7811317055376231,0.13804086650748834,-0.14883106524799067,-1.0601205540245466,-0.14883106524799067,20.193298969072163
BREAKOUT,LONDON_OPEN_CLOSE,oos,AUDUSD,717,-0.5431833574241738,0.2691771269177127,0.38745315757192733,0.5431833574241738,-0.5448211221677518,-1.1850170789118915,-0.5448211221677518,14.783821478382148
BREAKOUT,LONDON_OPEN_CLOSE,oos,EURUSD,664,-0.34641015768909733,0.32680722891566266,0.5830402176217189,0.3483907240457458,-0.31875704178695297,-1.1044984091214962,-0.31875704178695297,17.326807228915662
BREAKOUT,LONDON_OPEN_CLOSE,oos,GBPUSD,702,-0.25683332021664396,0.3603988603988604,0.7045442700069192,0.2871283901173146,-0.2099348012392176,-1.0868286348976537,-0.2099348012392176,17.571225071225072
BREAKOUT,LONDON_OPEN_CLOSE,oos,USDJPY,709,-0.3361487314225836,0.3229901269393512,0.6117288717337984,0.34705688609834784,-0.2874783849622549,-1.0712634298164143,-0.2874783849622549,16.100141043723553
BREAKOUT,LONDON_OPEN_CLOSE,wf_1,AUDUSD,724,-0.3145458948435135,0.35082872928176795,0.6464102326490011,0.3209678080452744,-0.2593472795175005,-1.1014079256380476,-0.2593472795175005,15.241712707182321
BREAKOUT,LONDON_OPEN_CLOSE,wf_1,EURUSD,579,-0.20349080841806144,0.36787564766839376,0.7227598424964989,0.22273330881120057,-0.1949868369962119,-1.0943230902116656,-0.1949868369962119,20.820379965457686
BREAKOUT,LONDON_OPEN_CLOSE,wf_1,GBPUSD,684,-0.2466906670714455,0.3508771929824561,0.7061009291776602,0.24832557549398793,-0.20561781894096381,-1.0599350453462506,-0.20561781894096381,18.98391812865497
BREAKOUT,LONDON_OPEN_CLOSE,wf_1,USDJPY,699,-0.25033609747951635,0.36337625178826893,0.7109326865807112,0.2602135882744685,-0.20460652136608834,-1.067409088910955,-0.20460652136608834,16.523605150214593
BREAKOUT,LONDON_OPEN_CLOSE,wf_2,AUDUSD,763,-0.4762928008601077,0.2948885976408912,0.4830114505791511,0.4762928008601077,-0.4223892048514978,-1.1285709647093358,-0.4223892048514978,19.698558322411532
BREAKOUT,LONDON_OPEN_CLOSE,wf_2,EURUSD,582,-0.3434075454576243,0.3178694158075601,0.541752884402574,0.3434075454576243,-0.3599408009427628,-1.1358106536442505,-0.3599408009427628,25.9106529209622
BREAKOUT,LONDON_OPEN_CLOSE,wf_2,GBPUSD,763,-0.3103359020502322,0.34076015727391873,0.6628299667912583,0.3167873911660891,-0.2420268431536574,-1.07350929904675,-0.2420268431536574,24.678899082568808
BREAKOUT,LONDON_OPEN_CLOSE,wf_2,USDJPY,757,-0.16660865554254733,0.39233817701453105,0.8211048973726288,0.17927982609383508,-0.1188805693657749,-1.060566215599686,-0.1188805693657749,23.23645970937913
BREAKOUT,LONDON_OPEN_CLOSE,wf_3,AUDUSD,732,-0.5026451629648676,0.296448087431694,0.4463552381748094,0.505635723440645,-0.475534192776056,-1.174836897975479,-0.475534192776056,14.098360655737705
BREAKOUT,LONDON_OPEN_CLOSE,wf_3,EURUSD,582,-0.3859338900625503,0.29896907216494845,0.4872983227170769,0.3895408020294403,-0.4174675564104236,-1.1389882664336333,-0.4174675564104236,25.644329896907216
BREAKOUT,LONDON_OPEN_CLOSE,wf_3,GBPUSD,711,-0.38481946339891915,0.31645569620253167,0.5595852419037216,0.3915275290039913,-0.3401920247459898,-1.1021122944839472,-0.3401920247459898,17.573839662447256
BREAKOUT,LONDON_OPEN_CLOSE,wf_3,USDJPY,716,-0.2461535383850546,0.3645251396648045,0.721980073003553,0.2580092789425863,-0.19582717406399636,-1.0632890491943257,-0.19582717406399636,16.82262569832402
BREAKOUT,LONDON_OPEN_RETEST,oos,AUDUSD,548,-0.3914131338617116,0.30656934306569344,0.46553029553641445,0.39755324865945013,-0.45157248349017187,-1.1820872344280948,-0.45157248349017187,16.01277372262774
BREAKOUT,LONDON_OPEN_RETEST,oos,EURUSD,499,-0.2782659888677852,0.3246492985971944,0.5760235591422119,0.2847651961024632,-0.32527388291258147,-1.105542285044064,-0.32527388291258147,17.925851703406813
BREAKOUT,LONDON_OPEN_RETEST,oos,GBPUSD,530,-0.19529123881966304,0.3641509433962264,0.7113409254095392,0.2045902144132422,-0.20349847275002425,-1.087521569067845,-0.20349847275002425,18.745283018867923
BREAKOUT,LONDON_OPEN_RETEST,oos,USDJPY,525,-0.295207514246001,0.3047619047619048,0.5634777222593313,0.30228369252632636,-0.3317570461122953,-1.0726805183881412,-0.3317570461122953,18.114285714285714
BREAKOUT,LONDON_OPEN_RETEST,wf_1,AUDUSD,546,-0.22302250695352532,0.3608058608058608,0.6808388553576917,0.23262637493541521,-0.22960053218362705,-1.097142643402714,-0.22960053218362705,16.63003663003663
BREAKOUT,LONDON_OPEN_RETEST,wf_1,EURUSD,382,-0.14984098943450752,0.3612565445026178,0.703297549748803,0.15938257529133515,-0.21099156119142648,-1.0969536920347989,-0.21099156119142648,19.18848167539267
BREAKOUT,LONDON_OPEN_RETEST,wf_1,GBPUSD,501,-0.242912815333431,0.32335329341317365,0.620803116437188,0.2516422935599112,-0.2762930519865825,-1.0612867926494913,-0.2762930519865825,20.189620758483034
BREAKOUT,LONDON_OPEN_RETEST,wf_1,USDJPY,513,-0.21846659356599274,0.35282651072124754,0.6685766830904408,0.23116214369863064,-0.2387729533269953,-1.071619383537802,-0.2387729533269953,19.571150097465885
BREAKOUT,LONDON_OPEN_RETEST,wf_2,AUDUSD,525,-0.3477985030994215,0.30095238095238097,0.49912363315683267,0.3514380018432979,-0.4055656359211607,-1.124904355400163,-0.4055656359211607,16.466666666666665
