market,timeframe,strategy_family,variant,total_trades,total_return,win_rate,profit_factor,max_drawdown,average_r,median_r,expectancy,average_holding_minutes,zero_cost_profit_factor,zero_cost_expectancy,oos_return,oos_profit_factor,oos_expectancy,status,reason
EURUSD,4H,RANGE_MEAN_REVERSION,BB_RSI_RANGE,6,0.0136797300244844,0.8333333333333334,7.724976642414739,0.0020247878659191,1.1347209253459258,1.5356157252748237,1.1347209253459258,3840.0,7.996592110291128,1.1660986850485335,0.0072731759717015,inf,1.209486452211655,FAIL,fewer than 200 trades; walk-forward results unstable
GBPUSD,15M,TREND_CONTINUATION,EMA50_200_PULLBACK,2583,-0.6356247150902943,0.3623693379790941,0.7028447373657901,0.6364763382403028,-0.1940990025422113,-1.0523596114705307,-0.1940990025422113,143.19396051103368,0.963735232641511,-0.0208803391531994,-0.2106957505255081,0.7317508441493275,-0.1746904654538832,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,15M,EMA_VWAP_PULLBACK,EMA20_SESSION_MEAN,3022,-0.7292420406698705,0.3520847121111846,0.6849299353800967,0.7298395656252074,-0.2147845328334889,-1.0688056041742366,-0.2147845328334889,80.37557908669756,0.9512633039008256,-0.0293641485455925,-0.2702537887646211,0.6963541827810726,-0.2080715105268733,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,15M,COMPRESSION_BREAKOUT,ATR_COMPRESSION_CLOSE,1123,-0.4331190705489169,0.3437221727515583,0.6513557280655002,0.4416080839597912,-0.2512709303454344,-1.0941109406168263,-0.2512709303454344,39.59038290293856,0.8993309063461153,-0.0623915637271713,-0.1268846428530056,0.6609633769449451,-0.242595870610203,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,15M,SUPPORT_RESISTANCE,HTF_REJECTION,730,-0.0400307688769636,0.4356164383561643,0.9502282914282753,0.0513794467140281,-0.0267407575087978,-0.4883642390009994,-0.0267407575087978,263.2602739726028,1.1334843987692784,0.0666358635638695,-0.004638214225917,0.9802365130790968,-0.0106903892246484,FAIL,profit factor below 1.25; non-positive expectancy after costs; out-of-sample return is not positive; walk-forward results unstable; zero-cost edge fails after costs
GBPUSD,15M,RANGE_MEAN_REVERSION,BB_RSI_RANGE,168,-0.0252607802894788,0.3630952380952381,0.8928509953958872,0.07547990468927,-0.0740953382978842,-1.0724395821206212,-0.0740953382978842,121.51785714285714,1.10080372525273,0.0624830795244163,-0.0132979026427931,0.7670547793829453,-0.1615109225951277,FAIL,fewer than 200 trades; profit factor below 1.25; non-positive expectancy after costs; out-of-sample return is not positive; walk-forward results unstable; zero-cost edge fails after costs
GBPUSD,30M,TREND_CONTINUATION,EMA50_200_PULLBACK,2092,-0.4751748587483474,0.3704588910133843,0.7561266149960677,0.4880736625617328,-0.1527724982165795,-1.0370377997479467,-0.1527724982165795,298.0783938814532,0.9292793658786636,-0.040092655412639,-0.0865805643816192,0.8576114830060474,-0.0850783472959499,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,30M,EMA_VWAP_PULLBACK,EMA20_SESSION_MEAN,3105,-0.6502781697397892,0.3697262479871175,0.7429789497968502,0.6526766387170317,-0.1678118354266821,-1.0481771495666528,-0.1678118354266821,181.66183574879227,0.9662807074292556,-0.01943430115702,-0.2069598001203022,0.7687303525794152,-0.1497775768788078,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,30M,COMPRESSION_BREAKOUT,ATR_COMPRESSION_CLOSE,1318,-0.3554197970250696,0.3679817905918057,0.7579581644422866,0.3692721175300598,-0.1651297053815812,-1.0655059015664556,-0.1651297053815812,79.50682852807284,0.9660833082051642,-0.0205280679634671,-0.1048756180623977,0.7407546341853211,-0.1778153183112206,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,30M,SUPPORT_RESISTANCE,HTF_REJECTION,456,-0.0518075305079374,0.4473684210526316,0.8970115580262212,0.0649539121500794,-0.0571018686614899,-1.0256088243561785,-0.0571018686614899,454.9342105263158,1.115228427904552,0.0578520677833505,-0.0329832390388894,0.7657492990357155,-0.1445502931395881,FAIL,profit factor below 1.25; non-positive expectancy after costs; out-of-sample return is not positive; walk-forward results unstable; zero-cost edge fails after costs
GBPUSD,30M,RANGE_MEAN_REVERSION,BB_RSI_RANGE,90,-0.0226639787738409,0.3111111111111111,0.8217927034631896,0.0509980050564561,-0.1253623284874815,-1.0515955291198376,-0.1253623284874815,231.66666666666663,0.9824487792516224,-0.0112546640900661,-0.0098265702641325,0.6610886673449979,-0.2335463204258493,FAIL,fewer than 200 trades; profit factor below 1.25; non-positive expectancy after costs; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,1H,TREND_CONTINUATION,EMA50_200_PULLBACK,1066,-0.1997020627774692,0.3808630393996248,0.8336335223401289,0.2051713463760454,-0.103111790429056,-1.0274609379345403,-0.103111790429056,605.7410881801126,0.9575441304779984,-0.0245451004719132,-0.0527575366965484,0.8347471943139196,-0.1024466061754487,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,1H,EMA_VWAP_PULLBACK,EMA20_SESSION_MEAN,2437,-0.4690097900718695,0.3812064013130898,0.7931451231925434,0.4828156723846844,-0.1285406999597451,-1.0315474379371543,-0.1285406999597451,513.4099302421009,0.9518488086898796,-0.0274169173262248,-0.1470895932137536,0.7980112492214967,-0.1263419001761921,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,1H,COMPRESSION_BREAKOUT,ATR_COMPRESSION_CLOSE,842,-0.2614907971873407,0.3515439429928741,0.734136570034887,0.2660170919017877,-0.1785898730955611,-1.04303092499103,-0.1785898730955611,207.86223277909735,0.9026385393501992,-0.0592845845477802,-0.0473175573235487,0.8149570735796359,-0.12035033528594,FAIL,profit factor below 1.25; non-positive expectancy after costs; maximum drawdown not below 15%; out-of-sample return is not positive; walk-forward results unstable
GBPUSD,1H,SUPPORT_RESISTANCE,HTF_REJECTION,244,-0.0133482470781869,0.4180327868852459,0.9545133452823796,0.0480216428771877,-0.0261687233998657,-1.0231377844674443,-0.0261687233998657,770.1639344262295,1.0989614429288417,0.0526905852139087,-0.0184245403150253,0.7623100461951526,-0.1510907768451442,FAIL,profit factor below 1.25; non-positive expectancy after costs; out-of-sample return is not positive; walk-forward results unstable; zero-cost edge fails after costs
